chr,start,end,eut,aai,aft,
20,26350001,26400000,86.87,3.41,9.71,
20,26400001,26450000,84.91,0.13,14.95,
20,26450001,26500000,92,6.14,1.85,
20,26500001,26550000,95.99,2.66,1.34,
20,26550001,26600000,98.14,1.85,0,
20,26600001,26650000,95.69,0,4.3,
20,26650001,26700000,83.16,1.12,15.7,
20,26700001,26750000,77.56,0.82,21.6,
20,26750001,26800000,86.27,1.46,12.25,
20,26800001,26850000,81.01,7.87,11.11,
20,26850001,26900000,84.71,0,15.28,
20,26900001,26950000,87.03,12.96,0,
20,26950001,27000000,85.18,0,14.81,
20,27000001,27050000,81.97,16.66,1.35,
20,27050001,27100000,82.99,14.61,2.38,
20,27100001,27150000,88.38,2.45,9.15,
20,27150001,27200000,96.72,0,3.27,
20,27200001,27250000,93.8,4.34,1.85,
20,27250001,27300000,81.48,16.66,1.85,
20,27300001,27350000,78.52,2.37,19.09,
20,27350001,27400000,31.35,57.54,11.09,
20,27400001,27450000,93.59,0.11,6.28,
20,27450001,27500000,36.93,2.4,60.65,
20,27500001,27550000,87.03,1.85,11.11,
20,27550001,27600000,87.03,1.85,11.11,
20,27600001,27650000,89.23,4.84,5.92,
20,27650001,27700000,53.7,46.29,0,
20,27700001,27750000,89.67,0,10.32,
20,27750001,27800000,88.88,0,11.11,
20,27800001,27850000,50.25,0,49.74,
20,27850001,27900000,84.65,0,15.34,
20,27900001,27950000,48.38,8.61,42.99,
20,27950001,28000000,96.48,0,3.51,
20,28000001,28050000,95.75,3.7,0.53,
20,28050001,28100000,82.19,17.04,0.76,
20,28100001,28150000,96.96,1.15,1.88,
20,28150001,28200000,98.55,0,1.44,
20,28200001,28250000,98.44,0,1.55,
20,28250001,28300000,62.74,34.44,2.8,
20,28300001,28350000,95.42,3.7,0.87,
20,28350001,28400000,98.14,0,1.85,
20,28400001,28450000,96.29,1.85,1.85,
20,28450001,28500000,75.88,3.39,20.71,
20,28500001,28550000,79.99,0,20,
20,28550001,28600000,92.86,0,7.13,
20,28600001,28650000,76.19,1.57,22.22,
20,28650001,28700000,6.9,5.55,87.53,
20,28700001,28750000,12.96,0.52,86.5,
20,28750001,28800000,12.96,79.87,7.15,
20,28800001,28850000,76.71,0,23.28,
20,28850001,28900000,95.69,1.85,2.44,
20,28900001,28950000,85.67,2.16,12.15,
20,28950001,29000000,49.28,1.27,49.44,
20,29000001,29050000,95.84,0,4.15,
20,29050001,29100000,63.62,4.15,32.21,
20,29100001,29150000,92.08,6.06,1.85,
20,29150001,29200000,90.9,2.68,6.4,
20,29200001,29250000,89.29,8.02,2.68,
20,29250001,29300000,98.14,0,1.85,
20,29300001,29350000,85.18,9.25,5.55,
20,29350001,29400000,95.75,0,4.24,
20,29400001,29450000,94.44,0,5.55,
20,29450001,29500000,90.74,0,9.25,
20,29500001,29550000,91.54,0,8.45,
20,29550001,29600000,93.75,3.49,2.75,
20,29600001,29650000,95.63,0,4.36,
20,29650001,29700000,44.67,0,55.32,
20,29700001,29750000,38.47,0,61.52,
20,29750001,29800000,44.44,0,55.55,
20,29800001,29850000,50.22,0,49.77,
20,29850001,29900000,85.18,5.55,9.25,
20,29900001,29950000,83.33,5.55,11.11,
20,29950001,30000000,75.61,0,24.38,
20,30000001,30050000,50.16,23.32,26.51,
20,30050001,30100000,94.44,0,5.55,
20,30100001,30150000,96.29,0,3.7,
20,30150001,30200000,96.95,0,3.04,
20,30200001,30250000,94.44,0,5.55,
20,30250001,30300000,93.63,0,6.36,
20,30300001,30350000,87.03,1.62,11.33,
20,30350001,30400000,94.44,0,5.55,
20,30400001,30450000,91.92,2.4,5.67,
20,30450001,30500000,46.29,0,53.7,
20,30500001,30550000,94.44,5.55,0,
20,30550001,30600000,93.32,4.82,1.85,
20,30600001,30650000,97.39,0,2.6,
20,30650001,30700000,90.74,9.25,0,
20,30700001,30750000,98.14,1.09,0.75,
20,30750001,30800000,94.44,1.85,3.7,
20,30800001,30850000,98.22,0,1.77,
20,30850001,30900000,100,0,0,
20,30900001,30950000,81.48,0,18.51,
20,30950001,31000000,83.33,0,16.66,
20,31000001,31050000,83.33,16.66,0,
20,31050001,31100000,83.33,16.66,0,
20,31100001,31150000,98.14,1.85,0,
20,31150001,31200000,91.88,6.98,1.12,
20,31200001,31250000,62.96,12.96,24.07,
20,31250001,31300000,93.35,0,6.64,
20,31300001,31350000,98.14,0,1.85,
20,31350001,31400000,98.14,1.85,0,
20,31400001,31450000,98.14,1.85,0,
20,31450001,31500000,96.29,1.85,1.85,
20,31500001,31550000,97.57,1.85,0.57,
20,31550001,31600000,93.7,2.58,3.71,
20,31600001,31650000,94.31,0.12,5.55,
20,31650001,31700000,44.06,6.02,49.9,
20,31700001,31750000,89.46,3.12,7.4,
20,31750001,31800000,85.18,7.4,7.4,
20,31800001,31850000,92.59,0,7.4,
20,31850001,31900000,93.3,0.83,5.86,
20,31900001,31950000,94.44,1.85,3.7,
20,31950001,32000000,94.94,1.85,3.2,
20,32000001,32050000,98.85,0.73,0.4,
20,32050001,32100000,96.38,3.08,0.52,
20,32100001,32150000,96.29,1.18,2.52,
20,32150001,32200000,93.16,3.14,3.69,
20,32200001,32250000,88.2,0.68,11.11,
20,32250001,32300000,98.14,1.85,0,
20,32300001,32350000,75.92,0,24.07,
20,32350001,32400000,74.58,0,25.41,
20,32400001,32450000,73.62,2.29,24.07,
20,32450001,32500000,96.29,3.7,0,
20,32500001,32550000,96.26,1.87,1.85,
20,32550001,32600000,88.89,3.69,7.4,
20,32600001,32650000,96.29,3.7,0,
20,32650001,32700000,96.68,3.31,0,
20,32700001,32750000,98.14,1.85,0,
20,32750001,32800000,98.14,1.85,0,
20,32800001,32850000,98.14,1.85,0,
20,32850001,32900000,96.29,1.85,1.85,
20,32900001,32950000,98.14,1.75,0.09,
20,32950001,33000000,98.14,1.85,0,
20,33000001,33050000,90.76,9.23,0,
20,33050001,33100000,95.41,3.78,0.8,
20,33100001,33150000,93.44,3.27,3.27,
20,33150001,33200000,39.9,0.83,59.25,
20,33200001,33250000,85.68,0,14.31,
20,33250001,33300000,73.54,0.12,26.32,
20,33300001,33350000,94.32,1.62,4.04,
20,33350001,33400000,43.07,0.39,56.52,
20,33400001,33450000,96.68,0,3.31,
20,33450001,33500000,92.03,0,7.96,
20,33500001,33550000,30.98,0,69.01,
20,33550001,33600000,78.04,0,21.95,
20,33600001,33650000,34.35,8.99,56.64,
20,33650001,33700000,33.09,8.79,58.11,
20,33700001,33750000,92.19,0.19,7.6,
20,33750001,33800000,88.88,5.55,5.55,
20,33800001,33850000,94.44,3.7,1.85,
20,33850001,33900000,95.45,0,4.54,
20,33900001,33950000,86.93,3.02,10.04,
20,33950001,34000000,91.35,0,8.64,
20,34000001,34050000,94.44,0,5.55,
20,34050001,34100000,89.29,0,10.7,
20,34100001,34150000,85.21,2.08,12.69,
20,34150001,34200000,97.27,0.27,2.44,
20,34200001,34250000,89.71,0.84,9.44,
20,34250001,34300000,92.59,0.12,7.28,
20,34300001,34350000,96.29,0,3.7,
20,34350001,34400000,90.77,5.9,3.32,
20,34400001,34450000,92.85,0.44,6.69,
20,34450001,34500000,95.23,0.24,4.51,
20,34500001,34550000,92.59,0.07,7.33,
20,34550001,34600000,90.86,1.85,7.28,
20,34600001,34650000,88.6,2.17,9.21,
20,34650001,34700000,78.37,16.16,5.45,
20,34700001,34750000,78.63,19.51,1.85,
20,34750001,34800000,49.09,0.13,50.77,
20,34800001,34850000,69.27,27.62,3.1,
20,34850001,34900000,69.06,22.7,8.22,
20,34900001,34950000,78.51,20.14,1.34,
20,34950001,35000000,98.14,0,1.85,
20,35000001,35050000,90.28,9.71,0,
20,35050001,35100000,77.29,22.22,0.48,
20,35100001,35150000,95.49,0,4.5,
20,35150001,35200000,96.29,0,3.7,
20,35200001,35250000,97.77,0,2.22,
20,35250001,35300000,92.18,6.72,1.09,
20,35300001,35350000,78.4,15.46,6.13,
20,35350001,35400000,77.38,11.96,10.64,
20,35400001,35450000,77.77,11.11,11.11,
20,35450001,35500000,87.03,1.85,11.11,
20,35500001,35550000,89.73,1.73,8.52,
20,35550001,35600000,74.07,5.55,20.37,
20,35600001,35650000,72.14,7.4,20.44,
20,35650001,35700000,60.3,0.81,38.88,
20,35700001,35750000,59.62,0.16,40.21,
20,35750001,35800000,72.64,0.99,26.36,
20,35800001,35850000,100,0,0,
20,35850001,35900000,63.69,18.51,17.78,
20,35900001,35950000,65.17,7.4,27.42,
20,35950001,36000000,88.21,5.86,5.91,
20,36000001,36050000,93.53,2.99,3.47,
20,36050001,36100000,84.69,2.26,13.03,
20,36100001,36150000,97.25,0.56,2.18,
20,36150001,36200000,96.29,1.85,1.85,
20,36200001,36250000,51.87,40.37,7.74,
20,36250001,36300000,48.38,0.51,51.1,
20,36300001,36350000,85.18,0,14.81,
20,36350001,36400000,74.07,16.66,9.25,
20,36400001,36450000,51.85,0,48.14,
20,36450001,36500000,50.79,1.49,47.71,
20,36500001,36550000,31.94,15.87,52.17,
20,36550001,36600000,49.34,18.39,32.25,
20,36600001,36650000,49.12,3.7,47.17,
20,36650001,36700000,88.44,11.36,0.19,
20,36700001,36750000,80.15,7.02,12.82,
20,36750001,36800000,77.72,13.14,9.13,
20,36800001,36850000,67.39,25.25,7.35,
20,36850001,36900000,79.47,6.32,14.19,
20,36900001,36950000,81.09,11.5,7.4,
20,36950001,37000000,45.74,46.84,7.4,
20,37000001,37050000,63.72,36.22,0.05,
20,37050001,37100000,100,0,0,
20,37100001,37150000,100,0,0,
20,37150001,37200000,100,0,0,
20,37200001,37250000,92.59,0,7.4,
20,37250001,37300000,53.27,6.72,40,
20,37300001,37350000,87.03,5.55,7.4,
20,37350001,37400000,90.74,0,9.25,
20,37400001,37450000,95.63,1.85,2.51,
20,37450001,37500000,67.36,24.07,8.55,
20,37500001,37550000,53.91,44.23,1.85,
20,37550001,37600000,51.53,45.17,3.28,
20,37600001,37650000,59.25,40.74,0,
20,37650001,37700000,95.78,4.21,0,
20,37700001,37750000,62.81,17.87,19.3,
20,37750001,37800000,35.42,64.34,0.23,
20,37800001,37850000,94.18,0,5.81,
20,37850001,37900000,74.07,3.7,22.22,
20,37900001,37950000,84.8,8.87,6.31,
20,37950001,38000000,75.92,0,24.07,
20,38000001,38050000,76.5,23.49,0,
20,38050001,38100000,22.86,0,77.13,
20,38100001,38150000,98.14,1.85,0,
20,38150001,38200000,75.44,1.85,22.7,
20,38200001,38250000,75.92,0,24.07,
20,38250001,38300000,93.16,5.79,1.03,
20,38300001,38350000,98.64,0,1.35,
20,38350001,38400000,98.14,0,1.85,
20,38400001,38450000,100,0,0,
20,38450001,38500000,100,0,0,
20,38500001,38550000,98.14,0,1.85,
20,38550001,38600000,91.56,8.43,0,
20,38600001,38650000,98.14,0,1.85,
20,38650001,38700000,94.52,3.11,2.36,
20,38700001,38750000,100,0,0,
20,38750001,38800000,90.82,6.82,2.35,
20,38800001,38850000,83.33,0,16.66,
20,38850001,38900000,85.01,2.54,12.44,
20,38900001,38950000,91.93,0,8.06,
20,38950001,39000000,100,0,0,
20,39000001,39050000,91.11,7.4,1.47,
20,39050001,39100000,92.02,7.42,0.54,
20,39100001,39150000,100,0,0,
20,39150001,39200000,100,0,0,
20,39200001,39250000,77.49,0,22.5,
20,39250001,39300000,98.14,1.85,0,
20,39300001,39350000,78.78,19.36,1.85,
20,39350001,39400000,77.77,20.37,1.85,
20,39400001,39450000,71.11,20.64,8.24,
20,39450001,39500000,43.54,21.75,34.69,
20,39500001,39550000,38.22,0,61.77,
20,39550001,39600000,44.83,44.28,10.87,
20,39600001,39650000,75.21,0,24.78,
20,39650001,39700000,97.58,0,2.41,
20,39700001,39750000,88.88,11.11,0,
20,39750001,39800000,44.6,55.39,0,
20,39800001,39850000,40.79,55.5,3.7,
20,39850001,39900000,44.73,55.26,0,
20,39900001,39950000,77.77,17.48,4.73,
20,39950001,40000000,91.44,7.33,1.21,
20,40000001,40050000,99.9,0,0.09,
20,40050001,40100000,99.69,0,0.3,
20,40100001,40150000,89.63,2.63,7.73,
20,40150001,40200000,68.63,31.36,0,
20,40200001,40250000,83.49,9.28,7.22,
20,40250001,40300000,89.62,10.37,0,
20,40300001,40350000,83.33,16.66,0,
20,40350001,40400000,91.97,4.35,3.67,
20,40400001,40450000,94.01,5.98,0,
20,40450001,40500000,70.35,29.64,0,
20,40500001,40550000,98.47,1.52,0,
20,40550001,40600000,74.84,22.34,2.8,
20,40600001,40650000,92.75,5.38,1.85,
20,40650001,40700000,97.44,0.18,2.37,
20,40700001,40750000,84.31,4.98,10.69,
20,40750001,40800000,93.34,0,6.65,
20,40800001,40850000,43.46,56.53,0,
20,40850001,40900000,90.74,9.25,0,
20,40900001,40950000,83.33,14.81,1.85,
20,40950001,41000000,55.24,34.2,10.55,
20,41000001,41050000,61.81,34.88,3.29,
20,41050001,41100000,86.08,9.09,4.82,
20,41100001,41150000,83.43,11.27,5.28,
20,41150001,41200000,86.89,1.98,11.12,
20,41200001,41250000,74.07,0,25.92,
20,41250001,41300000,70.37,11.11,18.51,
20,41300001,41350000,74.07,3.7,22.21,
20,41350001,41400000,81.77,0,18.22,
20,41400001,41450000,74.24,3.41,22.34,
20,41450001,41500000,74.07,5.55,20.37,
20,41500001,41550000,67.08,10,22.9,
20,41550001,41600000,58.47,22.22,19.3,
20,41600001,41650000,79.98,16.66,3.34,
20,41650001,41700000,77.63,7.38,14.98,
20,41700001,41750000,75.73,0.37,23.89,
20,41750001,41800000,99.97,0.02,0,
20,41800001,41850000,90.16,0,9.83,
20,41850001,41900000,97.81,0.33,1.85,
20,41900001,41950000,84.87,2.1,13.01,
20,41950001,42000000,95.05,4.94,0,
20,42000001,42050000,90.22,9.25,0.51,
20,42050001,42100000,76.74,20.9,2.34,
20,42100001,42150000,86.13,4.16,9.69,
20,42150001,42200000,85.95,12.58,1.46,
20,42200001,42250000,79.9,13.75,6.34,
20,42250001,42300000,74.28,10.25,15.45,
20,42300001,42350000,76.45,0,23.54,
20,42350001,42400000,67.87,0,32.12,
20,42400001,42450000,67.22,1.29,31.48,
20,42450001,42500000,69.1,0,30.89,
20,42500001,42550000,78.51,4.19,17.29,
20,42550001,42600000,73.95,8.18,17.85,
20,42600001,42650000,59.67,26.26,14.05,
20,42650001,42700000,86.48,9.44,4.06,
20,42700001,42750000,54.93,2.05,43.01,
20,42750001,42800000,66.23,0,33.76,
20,42800001,42850000,85.47,1.5,13.01,
20,42850001,42900000,75.54,0.79,23.65,
20,42900001,42950000,84.26,2.24,13.49,
20,42950001,43000000,100,0,0,
20,43000001,43050000,98.14,1.85,0,
20,43050001,43100000,70.34,22.25,7.4,
20,43100001,43150000,96.02,2.12,1.85,
20,43150001,43200000,96.41,1.94,1.63,
20,43200001,43250000,96.02,3.97,0,
20,43250001,43300000,96.7,1.85,1.43,
20,43300001,43350000,96.29,3.7,0,
20,43350001,43400000,93.51,6.48,0,
20,43400001,43450000,95.02,4.32,0.64,
20,43450001,43500000,96.29,3.7,0,
20,43500001,43550000,96.29,0.34,3.36,
20,43550001,43600000,99.96,0,0.03,
20,43600001,43650000,88.77,5.95,5.26,
20,43650001,43700000,96.92,0,3.07,
20,43700001,43750000,96.38,0.59,3.02,
20,43750001,43800000,50.95,45.91,3.13,
20,43800001,43850000,39.64,58.5,1.85,
20,43850001,43900000,52.45,38.28,9.25,
20,43900001,43950000,79.58,2.78,17.63,
20,43950001,44000000,88.47,9.66,1.85,
20,44000001,44050000,84.46,4.48,11.05,
20,44050001,44100000,94.98,1.31,3.7,
20,44100001,44150000,99.38,0.61,0,
20,44150001,44200000,88.01,9.14,2.84,
20,44200001,44250000,81.83,1.49,16.66,
20,44250001,44300000,83.33,0,16.66,
20,44300001,44350000,60.52,21.91,17.56,
20,44350001,44400000,44.33,44.36,11.29,
20,44400001,44450000,62.21,33.42,4.35,
20,44450001,44500000,96.29,1.85,1.85,
20,44500001,44550000,80.05,19.94,0,
20,44550001,44600000,98.14,1.85,0,
20,44600001,44650000,98.14,1.85,0,
20,44650001,44700000,81.94,11.21,6.83,
20,44700001,44750000,95.3,0.01,4.67,
20,44750001,44800000,75.69,0,24.3,
20,44800001,44850000,73.18,2.38,24.42,
20,44850001,44900000,61.42,2.95,35.62,
20,44900001,44950000,97.14,0,2.85,
20,44950001,45000000,68.33,3.14,28.52,
20,45000001,45050000,50.36,43.27,6.36,
20,45050001,45100000,100,0,0,
20,45100001,45150000,99.63,0,0.36,
20,45150001,45200000,98.64,1.35,0,
20,45200001,45250000,95.24,0,4.75,
20,45250001,45300000,74.52,0,25.47,
20,45300001,45350000,98.53,0.53,0.93,
20,45350001,45400000,99.79,0,0.2,
20,45400001,45450000,100,0,0,
20,45450001,45500000,83.46,0.58,15.95,
20,45500001,45550000,95.28,0.28,4.42,
20,45550001,45600000,78.63,18.94,2.41,
20,45600001,45650000,94.72,0.09,5.17,
20,45650001,45700000,54.35,36.8,8.84,
20,45700001,45750000,39.77,49.35,10.87,
20,45750001,45800000,82.51,5.73,11.74,
20,45800001,45850000,95.81,3.7,0.48,
20,45850001,45900000,80.8,19.19,0,
20,45900001,45950000,86.21,7.83,5.94,
20,45950001,46000000,70.87,29.12,0,
20,46000001,46050000,64.68,29.31,5.99,
20,46050001,46100000,62.14,25.27,12.58,
20,46100001,46150000,66.92,24.5,8.57,
20,46150001,46200000,69.26,23.22,7.51,
20,46200001,46250000,74.3,2.31,23.38,
20,46250001,46300000,70.36,11.11,18.52,
20,46300001,46350000,92.25,2.92,4.81,
20,46350001,46400000,64.62,26.08,9.28,
20,46400001,46450000,88.88,8.32,2.78,
20,46450001,46500000,88.82,5.55,5.61,
20,46500001,46550000,51.14,30.15,18.7,
20,46550001,46600000,94.44,0,5.55,
20,46600001,46650000,98.14,0,1.85,
20,46650001,46700000,87.62,10.36,2.01,
20,46700001,46750000,94.19,0,5.8,
20,46750001,46800000,81.53,17.87,0.58,
20,46800001,46850000,74.39,25.6,0,
20,46850001,46900000,69.58,27.04,3.37,
20,46900001,46950000,72.35,25.79,1.85,
20,46950001,47000000,72.22,27.53,0.23,
20,47000001,47050000,76.66,21.77,1.55,
20,47050001,47100000,100,0,0,
20,47100001,47150000,94.44,5.55,0,
20,47150001,47200000,94.81,3.93,1.24,
20,47200001,47250000,94.98,1.3,3.7,
20,47250001,47300000,94.44,1.85,3.7,
20,47300001,47350000,98.62,1.37,0,
20,47350001,47400000,98.74,1.03,0.22,
20,47400001,47450000,98.09,1.9,0,
20,47450001,47500000,98.14,0,1.85,
20,47500001,47550000,33.4,64.83,1.75,
20,47550001,47600000,15.52,81.58,2.89,
20,47600001,47650000,88.45,5.3,6.24,
20,47650001,47700000,78.07,20.07,1.85,
20,47700001,47750000,84.44,1.68,13.86,
20,47750001,47800000,74.07,0,25.92,
20,47800001,47850000,100,0,0,
20,47850001,47900000,98.99,0.19,0.8,
20,47900001,47950000,98.14,1.85,0,
20,47950001,48000000,72.22,1.85,25.92,
20,48000001,48050000,100,0,0,
20,48050001,48100000,68.51,0,31.48,
20,48100001,48150000,71.96,26.29,1.74,
20,48150001,48200000,92.59,5.55,1.85,
20,48200001,48250000,95.76,0,4.23,
20,48250001,48300000,98.77,1.22,0,
20,48300001,48350000,79.07,20.92,0,
20,48350001,48400000,88.45,3.7,7.84,
20,48400001,48450000,81.4,17.64,0.95,
20,48450001,48500000,69.18,0.24,30.56,
20,48500001,48550000,59.14,28.61,12.24,
20,48550001,48600000,94.44,0,5.55,
20,48600001,48650000,71.02,0,28.97,
20,48650001,48700000,54.41,25.04,20.53,
20,48700001,48750000,72.8,27.19,0,
20,48750001,48800000,73.38,26.14,0.47,
20,48800001,48850000,67.15,25.92,6.92,
20,48850001,48900000,69.57,22.48,7.94,
20,48900001,48950000,65.66,22.41,11.92,
20,48950001,49000000,74.83,13.79,11.37,
20,49000001,49050000,80.43,16.94,2.61,
20,49050001,49100000,76.06,22.08,1.85,
20,49100001,49150000,73.98,25.37,0.64,
20,49150001,49200000,72.35,27.64,0,
20,49200001,49250000,72.91,27.08,0,
20,49250001,49300000,69,27.77,3.21,
20,49300001,49350000,37.28,30.17,32.54,
20,49350001,49400000,68.51,15.16,16.32,
20,49400001,49450000,67.19,4.8,28,
20,49450001,49500000,60.55,1.85,37.59,
20,49500001,49550000,72.96,11.11,15.92,
20,49550001,49600000,53.3,18.43,28.25,
20,49600001,49650000,49.18,20.19,30.62,
20,49650001,49700000,63.81,4.7,31.48,
20,49700001,49750000,55.75,12.95,31.29,
20,49750001,49800000,57.1,8.8,34.09,
20,49800001,49850000,70.82,4.19,24.98,
20,49850001,49900000,29.05,39.57,31.37,
20,49900001,49950000,17.68,51.49,30.82,
20,49950001,50000000,50.65,17.65,31.69,
20,50000001,50050000,75.13,0.97,23.88,
20,50050001,50100000,37.58,37.89,24.51,
20,50100001,50150000,62.85,12.36,24.77,
20,50150001,50200000,65.43,11.11,23.45,
20,50200001,50250000,69,0,30.99,
20,50250001,50300000,69,3.7,27.29,
20,50300001,50350000,51.92,11.11,36.96,
20,50350001,50400000,47.64,29.47,22.87,
20,50400001,50450000,35.81,41.9,22.27,
20,50450001,50500000,33.95,47.52,18.51,
20,50500001,50550000,60.62,19.68,19.68,
20,50550001,50600000,74.07,25.92,0,
20,50600001,50650000,88.11,0.77,11.11,
20,50650001,50700000,81.09,2.25,16.64,
20,50700001,50750000,89.43,0,10.56,
20,50750001,50800000,87.03,0,12.96,
20,50800001,50850000,85,2.03,12.96,
20,50850001,50900000,64.44,20.74,14.81,
20,50900001,50950000,69.27,29.62,1.09,
20,50950001,51000000,39.9,29.62,30.46,
20,51000001,51050000,96.29,0,3.7,
20,51050001,51100000,90.86,1.98,7.14,
20,51100001,51150000,76.27,0.46,23.26,
20,51150001,51200000,62.96,11.11,25.92,
20,51200001,51250000,100,0,0,
20,51250001,51300000,97.07,2.33,0.58,
20,51300001,51350000,86.23,0,13.76,
20,51350001,51400000,83.99,0.16,15.83,
20,51400001,51450000,83.33,0,16.66,
20,51450001,51500000,77.86,0,22.13,
20,51500001,51550000,92.98,1.44,5.56,
20,51550001,51600000,89.53,7.1,3.36,
20,51600001,51650000,96.83,0.39,2.77,
20,51650001,51700000,97.2,1.82,0.96,
20,51700001,51750000,98.08,0.32,1.59,
20,51750001,51800000,99.53,0,0.46,
20,51800001,51850000,99.64,0.35,0,
20,51850001,51900000,97.84,1.52,0.63,
20,51900001,51950000,99,0,0.99,
20,51950001,52000000,97.96,0,2.03,
20,52000001,52050000,96.6,0.1,3.29,
20,52050001,52100000,65.72,27.15,7.12,
20,52100001,52150000,68.3,0,31.69,
20,52150001,52200000,98.27,0.73,0.98,
20,52200001,52250000,98.14,1.85,0,
20,52250001,52300000,100,0,0,
20,52300001,52350000,85.88,0,14.11,
20,52350001,52400000,96.29,0,3.7,
20,52400001,52450000,96.66,3.33,0,
20,52450001,52500000,39.92,10.47,49.59,
20,52500001,52550000,79.78,20.21,0,
20,52550001,52600000,79.22,0,20.77,
20,52600001,52650000,48.17,0,51.82,
20,52650001,52700000,47.35,29.72,22.92,
20,52700001,52750000,40.74,37.03,22.22,
20,52750001,52800000,68.51,11.11,20.37,
20,52800001,52850000,94.44,0,5.55,
20,52850001,52900000,79.62,0,20.37,
20,52900001,52950000,45.1,35.43,19.46,
20,52950001,53000000,74.45,19.58,5.96,
20,53000001,53050000,87.6,5.29,7.1,
20,53050001,53100000,80.55,0.55,18.89,
20,53100001,53150000,94.97,1.32,3.7,
20,53150001,53200000,49.6,13.05,37.33,
20,53200001,53250000,50,0,50,
20,53250001,53300000,44.02,4.13,51.84,
20,53300001,53350000,40.07,2.34,57.58,
20,53350001,53400000,75.92,2.14,21.92,
20,53400001,53450000,67.71,0.25,32.03,
20,53450001,53500000,44,34.48,21.51,
20,53500001,53550000,65.81,0,34.18,
20,53550001,53600000,64.76,0,35.23,
20,53600001,53650000,45.93,15.15,38.9,
20,53650001,53700000,46.11,33.29,20.59,
20,53700001,53750000,69.92,30.07,0,
20,53750001,53800000,83.75,6.02,10.22,
20,53800001,53850000,79.24,16.1,4.64,
20,53850001,53900000,79.65,0.87,19.47,
20,53900001,53950000,53.31,6.27,40.4,
20,53950001,54000000,68.6,3.71,27.68,
20,54000001,54050000,56.5,3.71,39.77,
20,54050001,54100000,44.85,18.82,36.32,
20,54100001,54150000,45.43,0,54.56,
20,54150001,54200000,51.56,0,48.43,
20,54200001,54250000,67.99,1.24,30.76,
20,54250001,54300000,92.59,0,7.4,
20,54300001,54350000,100,0,0,
20,54350001,54400000,80.44,0,19.55,
20,54400001,54450000,72.42,13.86,13.71,
20,54450001,54500000,83.3,7.43,9.25,
20,54500001,54550000,99.01,0,0.98,
20,54550001,54600000,99.77,0.22,0,
20,54600001,54650000,98.14,0,1.85,
20,54650001,54700000,88.77,0,11.22,
20,54700001,54750000,100,0,0,
20,54750001,54800000,100,0,0,
20,54800001,54850000,89.81,10.18,0,
20,54850001,54900000,85.35,7.4,7.24,
20,54900001,54950000,88.88,0,11.11,
20,54950001,55000000,84.3,3.54,12.15,
20,55000001,55050000,87.24,10.11,2.64,
20,55050001,55100000,100,0,0,
20,55100001,55150000,98.14,0,1.85,
20,55150001,55200000,98.14,0,1.85,
20,55200001,55250000,74.55,23.69,1.74,
20,55250001,55300000,70.5,1.85,27.64,
20,55300001,55350000,60.18,21.3,18.51,
20,55350001,55400000,39.56,60.43,0,
20,55400001,55450000,26.81,72.13,1.05,
20,55450001,55500000,52.65,47.26,0.07,
20,55500001,55550000,98.44,0,1.55,
20,55550001,55600000,74.02,23.7,2.26,
20,55600001,55650000,76.44,5.06,18.48,
20,55650001,55700000,75.92,3.7,20.37,
20,55700001,55750000,98.51,0.73,0.74,
20,55750001,55800000,100,0,0,
20,55800001,55850000,93.23,1.73,5.03,
20,55850001,55900000,92.78,0,7.21,
20,55900001,55950000,87.03,0,12.96,
20,55950001,56000000,100,0,0,
20,56000001,56050000,75.26,0,24.73,
20,56050001,56100000,57.4,37.03,5.55,
20,56100001,56150000,96.29,0,3.7,
20,56150001,56200000,100,0,0,
20,56200001,56250000,57.29,0,42.7,
20,56250001,56300000,44.44,0,55.55,
20,56300001,56350000,44.53,0,55.46,
20,56350001,56400000,83.97,2.75,13.26,
20,56400001,56450000,100,0,0,
20,56450001,56500000,99.52,0.47,0,
20,56500001,56550000,79.97,0,20.02,
20,56550001,56600000,74.49,0,25.5,
20,56600001,56650000,53.73,23.64,22.62,
20,56650001,56700000,81.33,6.25,12.4,
20,56700001,56750000,90.74,1.85,7.4,
20,56750001,56800000,96.29,0,3.7,
20,56800001,56850000,80.81,7.33,11.85,
20,56850001,56900000,95.08,0,4.91,
20,56900001,56950000,91.56,1.85,6.58,
20,56950001,57000000,96.88,0,3.11,
20,57000001,57050000,100,0,0,
20,57050001,57100000,98.32,0.44,1.22,
20,57100001,57150000,96.29,1.31,2.39,
20,57150001,57200000,96.92,0,3.07,
20,57200001,57250000,88.71,0.17,11.11,
20,57250001,57300000,100,0,0,
20,57300001,57350000,92.59,0,7.4,
20,57350001,57400000,77.74,0,22.25,
20,57400001,57450000,97.38,2.61,0,
20,57450001,57500000,93.75,5.55,0.68,
20,57500001,57550000,100,0,0,
20,57550001,57600000,82.34,5.95,11.69,
20,57600001,57650000,93.66,0,6.33,
20,57650001,57700000,97.44,0,2.55,
20,57700001,57750000,87.03,5.55,7.4,
20,57750001,57800000,85.13,3.72,11.14,
20,57800001,57850000,55.33,30.88,13.78,
20,57850001,57900000,81.9,0,18.09,
20,57900001,57950000,45,37.34,17.64,
20,57950001,58000000,28.39,60.74,10.86,
20,58000001,58050000,14.81,75.9,9.28,
20,58050001,58100000,18.51,75.92,5.55,
20,58100001,58150000,27.75,63.11,9.13,
