Gene	Ancestry	Variant rank	GeneId	TranscriptId	BioType	AFI	Afrikaner	Ankole	Bonsmara	Egyptian_cattle_Lower	Egyptian_cattle_Middle	Egyptian_cattle_Upper	Karamojong	Nganda	Nguni	Nkedi	Ntuuku	Tuli	Retention breed count
ITGA5	aai	low	ENSBTAG00000013745	ENSBTAT00000018261	protein_coding	0	1	1	1	0	0	0	0	0	1	0	0	1	5
ITGB3	aai	low	ENSBTAG00000009987	ENSBTAT00000013173	protein_coding	0	0	0	0	0	0	0	0	1	0	1	1	0	3
KANSL1	aai	low	ENSBTAG00000012564	ENSBTAT00000034753	protein_coding	0	0	0	0	0	0	0	0	1	0	0	1	0	2
KAT2A	aai	low	ENSBTAG00000044019	ENSBTAT00000061193	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	2
KCNH4	aai	low	ENSBTAG00000001195	ENSBTAT00000005335	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	2
KDM3B	aai	low	ENSBTAG00000010063	ENSBTAT00000013278	protein_coding	1	0	0	0	0	0	0	0	1	0	1	0	0	3
KDSR	aai	low	ENSBTAG00000007723	ENSBTAT00000010155	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
KIAA0100	aai	low	ENSBTAG00000011988	ENSBTAT00000015910	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
KIAA1324	aai	low	ENSBTAG00000001136	ENSBTAT00000001511	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
KIAA1522	aai	low	ENSBTAG00000018062	ENSBTAT00000043303	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
KIAA2013	aai	low	ENSBTAG00000019388	ENSBTAT00000025834	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
KIF11	aai	low	ENSBTAG00000009383	ENSBTAT00000012347	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
KIF18B	aai	low	ENSBTAG00000008088	ENSBTAT00000010636	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
KIF1C	aai	low	ENSBTAG00000001349	ENSBTAT00000001780	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	2
KLHDC7B	aai	low	ENSBTAG00000046800	ENSBTAT00000063783	protein_coding	0	0	1	0	0	0	0	1	1	0	1	1	0	5
KLHL3	aai	low	ENSBTAG00000002796	ENSBTAT00000003625	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KPNA1	aai	low	ENSBTAG00000011143	ENSBTAT00000014799	protein_coding	0	0	1	0	0	0	0	0	0	0	1	1	0	3
KRTAP15-1	aai	low	ENSBTAG00000052457	ENSBTAT00000082713	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
LARP4B	aai	low	ENSBTAG00000013899	ENSBTAT00000018457	protein_coding	1	0	1	0	0	0	0	1	0	0	0	1	0	4
LBX1	aai	low	ENSBTAG00000002261	ENSBTAT00000032902	protein_coding	0	1	0	0	0	0	0	1	0	1	0	0	0	3
LDLRAP1	aai	low	ENSBTAG00000001050	ENSBTAT00000001393	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LEMD3	aai	low	ENSBTAG00000039435	ENSBTAT00000053178	protein_coding	0	1	0	1	0	0	0	0	0	1	1	0	1	5
LEO1	aai	low	ENSBTAG00000013830	ENSBTAT00000018400	protein_coding	0	1	0	0	0	0	0	0	0	1	0	0	0	2
LGALSL	aai	low	ENSBTAG00000055296	ENSBTAT00000069519	protein_coding	1	0	0	0	0	0	0	1	0	1	0	0	0	3
LIMA1	aai	low	ENSBTAG00000012342	ENSBTAT00000016376	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LIMK1	aai	low	ENSBTAG00000044083	ENSBTAT00000061497	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
LIPK	aai	low	ENSBTAG00000039234	ENSBTAT00000017773	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LIPM	aai	low	ENSBTAG00000013364	ENSBTAT00000017778	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LIPN	aai	low	ENSBTAG00000024911	ENSBTAT00000034704	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LMAN2	aai	low	ENSBTAG00000008034	ENSBTAT00000010569	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
LMLN	aai	low	ENSBTAG00000044172	ENSBTAT00000061181	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LONP1	aai	low	ENSBTAG00000001795	ENSBTAT00000002350	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
LRIF1	aai	low	ENSBTAG00000012659	ENSBTAT00000016798	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
LRP1B	aai	low	ENSBTAG00000024632	ENSBTAT00000034302	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	2
LRRC47	aai	low	ENSBTAG00000004738	ENSBTAT00000006219	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
LRRC8D	aai	low	ENSBTAG00000020958	ENSBTAT00000027912	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
LRRC8E	aai	low	ENSBTAG00000004300	ENSBTAT00000005636	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LRRK2	aai	low	ENSBTAG00000016260	ENSBTAT00000061570	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
LRRN4	aai	low	ENSBTAG00000000066	ENSBTAT00000000073	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
LRRTM2	aai	low	ENSBTAG00000014192	ENSBTAT00000018866	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	2
LSM5	aai	low	ENSBTAG00000002332	ENSBTAT00000003010	protein_coding	0	0	0	0	0	0	0	0	1	0	0	1	0	2
LTA4H	aai	low	ENSBTAG00000016415	ENSBTAT00000021833	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
LYSMD1	aai	low	ENSBTAG00000020395	ENSBTAT00000027183	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LZTS2	aai	low	ENSBTAG00000003298	ENSBTAT00000004268	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MAB21L4	aai	low	ENSBTAG00000012374	ENSBTAT00000016419	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MAGI1	aai	low	ENSBTAG00000010581	ENSBTAT00000013997	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MAN2C1	aai	low	ENSBTAG00000007368	ENSBTAT00000009690	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
MANBA	aai	low	ENSBTAG00000019761	ENSBTAT00000026334	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
MAPK11	aai	low	ENSBTAG00000030182	ENSBTAT00000022358	protein_coding	0	0	1	0	0	0	0	1	1	0	0	1	0	4
MAPK1IP1L	aai	low	ENSBTAG00000021986	ENSBTAT00000043779	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
MASTL	aai	low	ENSBTAG00000017271	ENSBTAT00000022950	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	2
MAT2A	aai	low	ENSBTAG00000020873	ENSBTAT00000027808	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MATR3	aai	low	ENSBTAG00000006756	ENSBTAT00000057156	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MAVS	aai	low	ENSBTAG00000013545	ENSBTAT00000018013	protein_coding	0	0	0	0	0	0	0	1	0	1	0	0	0	2
MBD2	aai	low	ENSBTAG00000037457	ENSBTAT00000053498	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
MCHR1	aai	low	ENSBTAG00000004048	ENSBTAT00000037657	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
MCM8	aai	low	ENSBTAG00000014623	ENSBTAT00000019471	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	2
MDH1	aai	low	ENSBTAG00000019295	ENSBTAT00000025691	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MED1	aai	low	ENSBTAG00000013236	ENSBTAT00000061441	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
MED11	aai	low	ENSBTAG00000018314	ENSBTAT00000024370	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MED18	aai	low	ENSBTAG00000002678	ENSBTAT00000003468	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	2
MED24	aai	low	ENSBTAG00000021468	ENSBTAT00000028616	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MED6	aai	low	ENSBTAG00000006786	ENSBTAT00000008922	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MEIOC	aai	low	ENSBTAG00000039485	ENSBTAT00000042938	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MEP1B	aai	low	ENSBTAG00000020391	ENSBTAT00000048571	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MET	aai	low	ENSBTAG00000006161	ENSBTAT00000008102	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MIA3	aai	low	ENSBTAG00000018824	ENSBTAT00000025055	protein_coding	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MIER1	aai	low	ENSBTAG00000005443	ENSBTAT00000082165	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
MLC1	aai	low	ENSBTAG00000021626	ENSBTAT00000028815	protein_coding	0	0	1	0	0	0	0	1	1	0	0	1	0	4
MLNR	aai	low	ENSBTAG00000010475	ENSBTAT00000013838	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
MLX	aai	low	ENSBTAG00000046670	ENSBTAT00000065323	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	2
MMP15	aai	low	ENSBTAG00000012919	ENSBTAT00000017168	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
MOCOS	aai	low	ENSBTAG00000012252	ENSBTAT00000048768	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MOG	aai	low	ENSBTAG00000017818	ENSBTAT00000045079	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MORC3	aai	low	ENSBTAG00000011876	ENSBTAT00000015758	protein_coding	1	0	0	0	0	1	0	0	0	0	0	0	0	2
MOV10L1	aai	low	ENSBTAG00000020341	ENSBTAT00000027109	protein_coding	0	0	1	0	0	0	0	1	1	0	0	1	0	4
MPP6	aai	low	ENSBTAG00000015303	ENSBTAT00000020351	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MPPE1	aai	low	ENSBTAG00000002128	ENSBTAT00000002749	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MPTX	aai	low	ENSBTAG00000012884	ENSBTAT00000017120	protein_coding	0	0	0	0	0	1	0	0	0	0	0	1	0	2
MRPL35	aai	low	ENSBTAG00000004823	ENSBTAT00000006331	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MRPL42	aai	low	ENSBTAG00000002708	ENSBTAT00000003506	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
MRPS17	aai	low	ENSBTAG00000007934	ENSBTAT00000010431	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MT1A	aai	low	ENSBTAG00000054808	ENSBTAT00000069619	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MTF2	aai	low	ENSBTAG00000001393	ENSBTAT00000001831	protein_coding	0	1	0	0	1	0	0	0	0	1	0	1	1	5
MTHFR	aai	low	ENSBTAG00000020698	ENSBTAT00000027586	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
MYBPC1	aai	low	ENSBTAG00000011392	ENSBTAT00000043649	protein_coding	1	1	0	0	0	0	0	0	0	0	0	1	1	4
MYBPHL	aai	low	ENSBTAG00000018807	ENSBTAT00000025035	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
MYH10	aai	low	ENSBTAG00000021151	ENSBTAT00000028188	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
MYH15	aai	low	ENSBTAG00000018399	ENSBTAT00000032372	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
MYL4	aai	low	ENSBTAG00000021916	ENSBTAT00000057007	protein_coding	0	0	0	0	0	0	0	0	1	0	1	1	0	3
MYO3B	aai	low	ENSBTAG00000003626	ENSBTAT00000061222	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
NAGLU	aai	low	ENSBTAG00000047956	ENSBTAT00000063695	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	2
NAV3	aai	low	ENSBTAG00000009852	ENSBTAT00000061560	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
NBAS	aai	low	ENSBTAG00000014081	ENSBTAT00000032442	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
NCAPH2	aai	low	ENSBTAG00000012607	ENSBTAT00000016741	protein_coding	0	0	1	0	0	0	0	0	1	0	1	1	0	4
NCKAP1L	aai	low	ENSBTAG00000019686	ENSBTAT00000047448	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	2
NCOR2	aai	low	ENSBTAG00000024603	ENSBTAT00000034273	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NDUFA11	aai	low	ENSBTAG00000019025	ENSBTAT00000025322	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
NEDD1	aai	low	ENSBTAG00000001894	ENSBTAT00000002464	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NEIL1	aai	low	ENSBTAG00000007365	ENSBTAT00000046326	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
NELFCD	aai	low	ENSBTAG00000018783	ENSBTAT00000025006	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NEUROD6	aai	low	ENSBTAG00000000558	ENSBTAT00000000728	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	2
NFE2	aai	low	ENSBTAG00000001562	ENSBTAT00000002043	protein_coding	0	0	0	1	1	0	0	0	0	1	0	0	0	3
NFKB2	aai	low	ENSBTAG00000006017	ENSBTAT00000007904	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
NFXL1	aai	low	ENSBTAG00000002201	ENSBTAT00000061348	protein_coding	0	1	0	0	0	0	0	0	0	1	0	0	0	2
NHLRC3	aai	low	ENSBTAG00000010951	ENSBTAT00000014541	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
NIPAL1	aai	low	ENSBTAG00000009423	ENSBTAT00000012400	protein_coding	0	1	0	0	0	0	0	0	0	1	0	0	0	2
NIPSNAP2	aai	low	ENSBTAG00000031598	ENSBTAT00000044787	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NIT2	aai	low	ENSBTAG00000004833	ENSBTAT00000006347	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
NLRP1	aai	low	ENSBTAG00000020433	ENSBTAT00000027232	protein_coding	1	0	0	0	0	0	0	0	1	0	0	1	0	3
NLRP3	aai	low	ENSBTAG00000001273	ENSBTAT00000001675	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	2
NOTCH4	aai	low	ENSBTAG00000025424	ENSBTAT00000050083	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NPAS3	aai	low	ENSBTAG00000004462	ENSBTAT00000005853	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
NPM1	aai	low	ENSBTAG00000015316	ENSBTAT00000020363	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
NR1H4	aai	low	ENSBTAG00000013596	ENSBTAT00000018079	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
NRDC	aai	low	ENSBTAG00000021174	ENSBTAT00000028220	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
NT5DC3	aai	low	ENSBTAG00000006013	ENSBTAT00000007899	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
NT5E	aai	low	ENSBTAG00000048655	ENSBTAT00000074100	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NTNG1	aai	low	ENSBTAG00000014530	ENSBTAT00000019313	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
NUDT4	aai	low	ENSBTAG00000007447	ENSBTAT00000009797	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
NUP88	aai	low	ENSBTAG00000011507	ENSBTAT00000001625	protein_coding	1	0	0	0	0	0	0	0	1	0	0	1	0	3
NUP93	aai	low	ENSBTAG00000006611	ENSBTAT00000008683	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NWD1	aai	low	ENSBTAG00000009328	ENSBTAT00000012281	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
NXPE3	aai	low	ENSBTAG00000013465	ENSBTAT00000017908	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
OR10C1	aai	low	ENSBTAG00000045586	ENSBTAT00000063307	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OR10J3	aai	low	ENSBTAG00000012886	ENSBTAT00000017126	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
OR10K2	aai	low	ENSBTAG00000023556	ENSBTAT00000032178	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
OR10R2	aai	low	ENSBTAG00000017778	ENSBTAT00000023641	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
OR2B11	aai	low	ENSBTAG00000039422	ENSBTAT00000053849	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	2
OR2I1P	aai	low	ENSBTAG00000017227	ENSBTAT00000022884	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OR6A2	aai	low	ENSBTAG00000019144	ENSBTAT00000025482	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OR6P1	aai	low	ENSBTAG00000039494	ENSBTAT00000054106	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
OR6Y1	aai	low	ENSBTAG00000038894	ENSBTAT00000055310	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
OR8I2	aai	low	ENSBTAG00000046285	ENSBTAT00000052309	protein_coding	0	1	0	0	0	0	0	0	0	1	0	0	1	3
OSBPL3	aai	low	ENSBTAG00000019342	ENSBTAT00000025767	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
OSBPL9	aai	low	ENSBTAG00000021170	ENSBTAT00000028214	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OSTN	aai	low	ENSBTAG00000018703	ENSBTAT00000038884	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTX1	aai	low	ENSBTAG00000006760	ENSBTAT00000008893	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PANK2	aai	low	ENSBTAG00000007920	ENSBTAT00000045589	protein_coding	0	0	0	0	0	0	0	1	0	1	0	0	0	2
PARP14	aai	low	ENSBTAG00000016656	ENSBTAT00000022152	protein_coding	0	0	1	0	0	0	0	0	1	0	1	1	0	4
PARP9	aai	low	ENSBTAG00000021791	ENSBTAT00000029045	protein_coding	0	0	1	0	0	0	0	0	0	0	1	1	0	3
PASK	aai	low	ENSBTAG00000000785	ENSBTAT00000001044	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PAX8	aai	low	ENSBTAG00000019354	ENSBTAT00000025783	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PBX2	aai	low	ENSBTAG00000014421	ENSBTAT00000061322	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PCDH12	aai	low	ENSBTAG00000008437	ENSBTAT00000011099	protein_coding	1	0	0	0	0	0	0	1	0	1	0	0	0	3
PCDHA2	aai	low	ENSBTAG00000046190	ENSBTAT00000065348	protein_coding	1	0	0	0	0	0	0	1	1	0	1	1	0	5
PCDHA3	aai	low	ENSBTAG00000046717	ENSBTAT00000020521	protein_coding	1	0	0	0	0	0	0	0	1	0	1	1	0	4
PCDHA4	aai	low	ENSBTAG00000049152	ENSBTAT00000072362	protein_coding	1	0	0	0	0	0	0	0	1	0	1	1	0	4
PCDHAC2	aai	low	ENSBTAG00000053546	ENSBTAT00000069968	protein_coding	1	0	0	0	0	0	0	1	1	0	1	1	0	5
PCDHB1	aai	low	ENSBTAG00000037885	ENSBTAT00000052339	protein_coding	1	0	0	0	0	0	0	1	1	0	1	0	0	4
PCDHGA3	aai	low	ENSBTAG00000040473	ENSBTAT00000053597	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
PCDHGA5	aai	low	ENSBTAG00000045683	ENSBTAT00000064554	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
PCDHGC3	aai	low	ENSBTAG00000017349	ENSBTAT00000023071	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
PCDHGC4	aai	low	ENSBTAG00000054197	ENSBTAT00000078782	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
PCYOX1L	aai	low	ENSBTAG00000019951	ENSBTAT00000026577	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PDE1B	aai	low	ENSBTAG00000004337	ENSBTAT00000003552	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PDE1C	aai	low	ENSBTAG00000002739	ENSBTAT00000003553	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
PDHX	aai	low	ENSBTAG00000018261	ENSBTAT00000024307	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
PDZK1IP1	aai	low	ENSBTAG00000002555	ENSBTAT00000003309	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	2
PELI1	aai	low	ENSBTAG00000020865	ENSBTAT00000027798	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PELP1	aai	low	ENSBTAG00000018315	ENSBTAT00000028337	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PER1	aai	low	ENSBTAG00000003889	ENSBTAT00000005076	protein_coding	0	0	0	0	0	0	0	0	1	0	0	1	0	2
PFDN4	aai	low	ENSBTAG00000008812	ENSBTAT00000011605	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PFKP	aai	low	ENSBTAG00000002683	ENSBTAT00000003472	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	2
PGAP1	aai	low	ENSBTAG00000020416	ENSBTAT00000027208	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PHACTR4	aai	low	ENSBTAG00000002727	ENSBTAT00000003535	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	2
PHKG1	aai	low	ENSBTAG00000008195	ENSBTAT00000010780	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PHTF2	aai	low	ENSBTAG00000005102	ENSBTAT00000006730	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PI4KB	aai	low	ENSBTAG00000007320	ENSBTAT00000009627	protein_coding	1	0	0	0	0	0	0	0	0	0	1	1	0	3
PIEZO2	aai	low	ENSBTAG00000011171	ENSBTAT00000014838	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PIGO	aai	low	ENSBTAG00000044135	ENSBTAT00000061353	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PIGR	aai	low	ENSBTAG00000019798	ENSBTAT00000026377	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
PIP5K1A	aai	low	ENSBTAG00000006099	ENSBTAT00000008015	protein_coding	1	0	0	0	0	0	0	0	0	0	1	1	0	3
PITRM1	aai	low	ENSBTAG00000002685	ENSBTAT00000046212	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	3
PIWIL2	aai	low	ENSBTAG00000015835	ENSBTAT00000021039	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PKD2L1	aai	low	ENSBTAG00000010742	ENSBTAT00000014222	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
PKHD1	aai	low	ENSBTAG00000011237	ENSBTAT00000032221	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLEKHD1	aai	low	ENSBTAG00000008576	ENSBTAT00000011311	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PLXNB2	aai	low	ENSBTAG00000014966	ENSBTAT00000019923	protein_coding	0	0	1	0	0	0	0	1	1	0	0	1	0	4
PLXNC1	aai	low	ENSBTAG00000011245	ENSBTAT00000014932	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PNPT1	aai	low	ENSBTAG00000008909	ENSBTAT00000011729	protein_coding	0	0	0	1	0	0	0	1	0	0	1	0	0	3
POGLUT1	aai	low	ENSBTAG00000008562	ENSBTAT00000011287	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
POGZ	aai	low	ENSBTAG00000021289	ENSBTAT00000033883	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
POLQ	aai	low	ENSBTAG00000001920	ENSBTAT00000002501	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
POLR1A	aai	low	ENSBTAG00000006481	ENSBTAT00000008496	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
POLR3H	aai	low	ENSBTAG00000005311	ENSBTAT00000006987	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
POMT1	aai	low	ENSBTAG00000010805	ENSBTAT00000014315	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
POP5	aai	low	ENSBTAG00000005385	ENSBTAT00000007083	protein_coding	0	1	0	0	0	0	0	0	0	1	0	0	0	2
POU5F1	aai	low	ENSBTAG00000021111	ENSBTAT00000028122	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PPARG	aai	low	ENSBTAG00000001333	ENSBTAT00000001760	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PPM1A	aai	low	ENSBTAG00000018127	ENSBTAT00000083846	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PPP1R1A	aai	low	ENSBTAG00000010907	ENSBTAT00000014486	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PPP1R7	aai	low	ENSBTAG00000000789	ENSBTAT00000001045	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PPP1R8	aai	low	ENSBTAG00000003866	ENSBTAT00000005043	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PPP3CC	aai	low	ENSBTAG00000020133	ENSBTAT00000026818	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PPP4R3B	aai	low	ENSBTAG00000000545	ENSBTAT00000000709	protein_coding	0	0	0	1	0	0	0	1	0	0	1	0	0	3
PPP6R2	aai	low	ENSBTAG00000018660	ENSBTAT00000024829	protein_coding	0	0	1	0	0	0	0	1	1	0	1	1	0	5
PRDM4	aai	low	ENSBTAG00000012999	ENSBTAT00000017284	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	2
PRDM5	aai	low	ENSBTAG00000012111	ENSBTAT00000049757	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PRDM6	aai	low	ENSBTAG00000020578	ENSBTAT00000027421	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
