Gene	ancestry	rank	GeneId	TranscriptId	BioType	AFI	Afrikaner	Ankole	Bonsmara	Egyptian_cattle_Lower	Egyptian_cattle_Middle	Egyptian_cattle_Upper	Karamojong	Nganda	Nguni	Nkedi	Ntuuku	Tuli	Retention breed count
PMF1	aft	moderate	ENSBTAG00000009432	ENSBTAT00000012411	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
POLH	aft	moderate	ENSBTAG00000006015	ENSBTAT00000007900	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
POLR1C	aft	moderate	ENSBTAG00000018969	ENSBTAT00000025246	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
POU6F1	aft	moderate	ENSBTAG00000016362	ENSBTAT00000021764	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PROS1	aft	moderate	ENSBTAG00000023652	ENSBTAT00000032377	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
PRSS12	aft	moderate	ENSBTAG00000020705	ENSBTAT00000027594	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PRSS35	aft	moderate	ENSBTAG00000052055	ENSBTAT00000068329	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
RAB11FIP2	aft	moderate	ENSBTAG00000007460	ENSBTAT00000009814	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RAD51B	aft	moderate	ENSBTAG00000018971	ENSBTAT00000025252	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
RAPGEF3	aft	moderate	ENSBTAG00000006828	ENSBTAT00000008976	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
RASAL3	aft	moderate	ENSBTAG00000011602	ENSBTAT00000015416	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RBIS	aft	moderate	ENSBTAG00000032227	ENSBTAT00000045713	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
REG3A	aft	moderate	ENSBTAG00000011314	ENSBTAT00000015040	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
REG3G	aft	moderate	ENSBTAG00000007135	ENSBTAT00000009389	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RIC8B	aft	moderate	ENSBTAG00000000147	ENSBTAT00000029270	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RPP40	aft	moderate	ENSBTAG00000003332	ENSBTAT00000004325	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RSPH4A	aft	moderate	ENSBTAG00000011890	ENSBTAT00000015775	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SCRN3	aft	moderate	ENSBTAG00000012966	ENSBTAT00000017239	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
SEC23IP	aft	moderate	ENSBTAG00000007441	ENSBTAT00000009785	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
SEMA4A	aft	moderate	ENSBTAG00000012228	ENSBTAT00000016223	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SERINC4	aft	moderate	ENSBTAG00000017211	ENSBTAT00000022875	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
SERPINA10	aft	moderate	ENSBTAG00000009894	ENSBTAT00000013050	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SH3BP2	aft	moderate	ENSBTAG00000013996	ENSBTAT00000080424	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SIDT1	aft	moderate	ENSBTAG00000013292	ENSBTAT00000017678	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
SIM1	aft	moderate	ENSBTAG00000002294	ENSBTAT00000002960	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SLC25A44	aft	moderate	ENSBTAG00000009431	ENSBTAT00000079435	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SLC39A12	aft	moderate	ENSBTAG00000015525	ENSBTAT00000020631	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SLC4A8	aft	moderate	ENSBTAG00000017950	ENSBTAT00000023868	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SLITRK6	aft	moderate	ENSBTAG00000004388	ENSBTAT00000005757	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
SPATA7	aft	moderate	ENSBTAG00000030456	ENSBTAT00000042997	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
SPICE1	aft	moderate	ENSBTAG00000013937	ENSBTAT00000057527	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
SPRTN	aft	moderate	ENSBTAG00000006112	ENSBTAT00000008030	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
SQLE	aft	moderate	ENSBTAG00000005498	ENSBTAT00000007228	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
STBD1	aft	moderate	ENSBTAG00000010389	ENSBTAT00000013713	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
STOM	aft	moderate	ENSBTAG00000038375	ENSBTAT00000052503	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
STON1	aft	moderate	ENSBTAG00000004168	ENSBTAT00000005457	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
T2R10C	aft	moderate	ENSBTAG00000030461	ENSBTAT00000042999	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TARBP1	aft	moderate	ENSBTAG00000004517	ENSBTAT00000005936	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TAS2R10	aft	moderate	ENSBTAG00000030463	ENSBTAT00000043000	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TAS2R7	aft	moderate	ENSBTAG00000051374	ENSBTAT00000082851	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TAS2R8	aft	moderate	ENSBTAG00000048398	ENSBTAT00000076866	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TEX45	aft	moderate	ENSBTAG00000002629	ENSBTAT00000003404	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TMEM25	aft	moderate	ENSBTAG00000012940	ENSBTAT00000017194	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TMPRSS13	aft	moderate	ENSBTAG00000008342	ENSBTAT00000010989	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TMTC1	aft	moderate	ENSBTAG00000005370	ENSBTAT00000007064	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
TNS3	aft	moderate	ENSBTAG00000009655	ENSBTAT00000012722	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TRHDE	aft	moderate	ENSBTAG00000018575	ENSBTAT00000049552	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TXLNA	aft	moderate	ENSBTAG00000012867	ENSBTAT00000017100	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
USP47	aft	moderate	ENSBTAG00000010919	ENSBTAT00000014505	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
VPS13B	aft	moderate	ENSBTAG00000012357	ENSBTAT00000046137	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
WDR7	aft	moderate	ENSBTAG00000004005	ENSBTAT00000005230	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
WFDC10A	aft	moderate	ENSBTAG00000030796	ENSBTAT00000043525	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
WFDC11	aft	moderate	ENSBTAG00000030798	ENSBTAT00000043527	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
WFDC8	aft	moderate	ENSBTAG00000039490	ENSBTAT00000055018	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
WIZ	aft	moderate	ENSBTAG00000010450	ENSBTAT00000013795	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
XPO5	aft	moderate	ENSBTAG00000018970	ENSBTAT00000025250	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ZC3HC1	aft	moderate	ENSBTAG00000011247	ENSBTAT00000014941	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ZDHHC13	aft	moderate	ENSBTAG00000020642	ENSBTAT00000027508	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ZFYVE26	aft	moderate	ENSBTAG00000014334	ENSBTAT00000043260	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ZNF358	aft	moderate	ENSBTAG00000046837	ENSBTAT00000066296	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ZNF572	aft	moderate	ENSBTAG00000009072	ENSBTAT00000011959	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ZNF605	aft	moderate	ENSBTAG00000005240	ENSBTAT00000006896	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ZNF672	aft	moderate	ENSBTAG00000046984	ENSBTAT00000063733	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ZNF692	aft	moderate	ENSBTAG00000021115	ENSBTAT00000028133	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ZNF705A	aft	moderate	ENSBTAG00000046204	ENSBTAT00000065604	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ZNRF2	aft	moderate	ENSBTAG00000000260	ENSBTAT00000076670	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ZYG11A	aft	moderate	ENSBTAG00000026032	ENSBTAT00000052828	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ABCA4	aft	low	ENSBTAG00000018010	ENSBTAT00000023982	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ABLIM1	aft	low	ENSBTAG00000004899	ENSBTAT00000006447	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ATP5MG	aft	low	ENSBTAG00000007332	ENSBTAT00000009643	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
BMPER	aft	low	ENSBTAG00000010866	ENSBTAT00000046295	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
CEP89	aft	low	ENSBTAG00000004864	ENSBTAT00000006395	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSBTAG00000053538	aft	low	ENSBTAG00000053538	ENSBTAT00000066460	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
FAAP24	aft	low	ENSBTAG00000010403	ENSBTAT00000013731	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
FBXO32	aft	low	ENSBTAG00000016194	ENSBTAT00000021554	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ITGA1	aft	low	ENSBTAG00000016525	ENSBTAT00000034583	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
MTSS1	aft	low	ENSBTAG00000020407	ENSBTAT00000027195	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
NDUFB9	aft	low	ENSBTAG00000020405	ENSBTAT00000027191	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
P2RX7	aft	low	ENSBTAG00000008948	ENSBTAT00000074885	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
PELO	aft	low	ENSBTAG00000003268	ENSBTAT00000004233	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
RNF139	aft	low	ENSBTAG00000020399	ENSBTAT00000027187	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
SH2D4B	aft	low	ENSBTAG00000003910	ENSBTAT00000005112	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
SNX18	aft	low	ENSBTAG00000027924	ENSBTAT00000040276	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
TATDN1	aft	low	ENSBTAG00000033446	ENSBTAT00000047576	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
TRMT12	aft	low	ENSBTAG00000020398	ENSBTAT00000027186	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
UBE4A	aft	low	ENSBTAG00000019725	ENSBTAT00000026289	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
UNC13A	aft	low	ENSBTAG00000012682	ENSBTAT00000047528	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
WDYHV1	aft	low	ENSBTAG00000009916	ENSBTAT00000013086	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ZRANB3	aft	low	ENSBTAG00000026842	ENSBTAT00000038374	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
AADAC	aft	low	ENSBTAG00000011569	ENSBTAT00000015373	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
AARS1	aft	low	ENSBTAG00000019810	ENSBTAT00000026393	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ABCC9	aft	low	ENSBTAG00000019294	ENSBTAT00000043069	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ACOXL	aft	low	ENSBTAG00000004297	ENSBTAT00000033248	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ACVRL1	aft	low	ENSBTAG00000013843	ENSBTAT00000018383	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ADD1	aft	low	ENSBTAG00000021128	ENSBTAT00000028152	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ADGRB3	aft	low	ENSBTAG00000015335	ENSBTAT00000020387	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ALDH1A2	aft	low	ENSBTAG00000010119	ENSBTAT00000013358	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ANKRD55	aft	low	ENSBTAG00000001001	ENSBTAT00000001325	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ANO3	aft	low	ENSBTAG00000021855	ENSBTAT00000029137	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ANO4	aft	low	ENSBTAG00000004145	ENSBTAT00000005430	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ARHGAP1	aft	low	ENSBTAG00000016501	ENSBTAT00000043933	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ARL13B	aft	low	ENSBTAG00000005155	ENSBTAT00000006796	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ARMC3	aft	low	ENSBTAG00000020929	ENSBTAT00000047350	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ART4	aft	low	ENSBTAG00000008352	ENSBTAT00000065211	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ATF6	aft	low	ENSBTAG00000005227	ENSBTAT00000061155	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ATG13	aft	low	ENSBTAG00000017325	ENSBTAT00000023036	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ATP13A3	aft	low	ENSBTAG00000013204	ENSBTAT00000017579	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ATP1A2	aft	low	ENSBTAG00000010551	ENSBTAT00000049161	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ATP6V1G2	aft	low	ENSBTAG00000014491	ENSBTAT00000019267	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ATXN10	aft	low	ENSBTAG00000009351	ENSBTAT00000012308	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
AUTS2	aft	low	ENSBTAG00000002083	ENSBTAT00000002697	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
BAALC	aft	low	ENSBTAG00000026242	ENSBTAT00000037216	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
BBS9	aft	low	ENSBTAG00000006528	ENSBTAT00000008587	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
BGLAP	aft	low	ENSBTAG00000009433	ENSBTAT00000053458	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
BNC2	aft	low	ENSBTAG00000003669	ENSBTAT00000004780	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
BOTA-T2R10B	aft	low	ENSBTAG00000030466	ENSBTAT00000043004	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
C10H15orf61	aft	low	ENSBTAG00000045628	ENSBTAT00000066309	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
C19H17orf78	aft	low	ENSBTAG00000025242	ENSBTAT00000035403	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
C1H21orf91	aft	low	ENSBTAG00000001395	ENSBTAT00000001832	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
C24H18orf21	aft	low	ENSBTAG00000011622	ENSBTAT00000015436	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
C5H12orf60	aft	low	ENSBTAG00000008351	ENSBTAT00000010999	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
C8H9orf135	aft	low	ENSBTAG00000033396	ENSBTAT00000047514	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CA13	aft	low	ENSBTAG00000001000	ENSBTAT00000001324	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
CALHM4	aft	low	ENSBTAG00000033535	ENSBTAT00000008602	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CARS1	aft	low	ENSBTAG00000010777	ENSBTAT00000014273	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
CATSPER2	aft	low	ENSBTAG00000032130	ENSBTAT00000045580	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
CATSPERD	aft	low	ENSBTAG00000001796	ENSBTAT00000002352	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
CCDC158	aft	low	ENSBTAG00000012157	ENSBTAT00000016131	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CDH13	aft	low	ENSBTAG00000034373	ENSBTAT00000054165	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
CDYL	aft	low	ENSBTAG00000016397	ENSBTAT00000021803	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CENPP	aft	low	ENSBTAG00000011814	ENSBTAT00000015681	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CEP104	aft	low	ENSBTAG00000020014	ENSBTAT00000034094	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
CEP164	aft	low	ENSBTAG00000014137	ENSBTAT00000018792	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CEP44	aft	low	ENSBTAG00000020055	ENSBTAT00000026720	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CIR1	aft	low	ENSBTAG00000038620	ENSBTAT00000053554	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
CKAP5	aft	low	ENSBTAG00000004448	ENSBTAT00000005832	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
CNOT10	aft	low	ENSBTAG00000004834	ENSBTAT00000006348	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
CNTRL	aft	low	ENSBTAG00000011417	ENSBTAT00000061592	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
COL5A1	aft	low	ENSBTAG00000047998	ENSBTAT00000063052	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CREB3L1	aft	low	ENSBTAG00000006143	ENSBTAT00000082449	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
CTNNA3	aft	low	ENSBTAG00000045699	ENSBTAT00000063012	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
CYP26B1	aft	low	ENSBTAG00000012212	ENSBTAT00000016198	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
DAPL1	aft	low	ENSBTAG00000032481	ENSBTAT00000079108	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DAZAP2	aft	low	ENSBTAG00000004349	ENSBTAT00000002573	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
DCHS1	aft	low	ENSBTAG00000015405	ENSBTAT00000020475	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
DDX19A	aft	low	ENSBTAG00000003570	ENSBTAT00000004645	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
DDX39B	aft	low	ENSBTAG00000014490	ENSBTAT00000029090	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DDX4	aft	low	ENSBTAG00000008871	ENSBTAT00000011682	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
DENND4C	aft	low	ENSBTAG00000003097	ENSBTAT00000004032	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
DLG1	aft	low	ENSBTAG00000020378	ENSBTAT00000074092	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
DLG2	aft	low	ENSBTAG00000027868	ENSBTAT00000027163	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
DRG1	aft	low	ENSBTAG00000008990	ENSBTAT00000011834	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
DSCAML1	aft	low	ENSBTAG00000016692	ENSBTAT00000030167	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
DYNC1I1	aft	low	ENSBTAG00000027134	ENSBTAT00000020774	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
DZANK1	aft	low	ENSBTAG00000004622	ENSBTAT00000046628	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
EGFR	aft	low	ENSBTAG00000011628	ENSBTAT00000015445	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
EIF3F	aft	low	ENSBTAG00000004861	ENSBTAT00000049219	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
EIF3L	aft	low	ENSBTAG00000010790	ENSBTAT00000014281	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
EIF4ENIF1	aft	low	ENSBTAG00000008991	ENSBTAT00000011840	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ELL3	aft	low	ENSBTAG00000032132	ENSBTAT00000022860	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
EMB	aft	low	ENSBTAG00000044010	ENSBTAT00000061571	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENAH	aft	low	ENSBTAG00000016185	ENSBTAT00000021544	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENDOD1	aft	low	ENSBTAG00000024803	ENSBTAT00000034535	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSBTAG00000000168	aft	low	ENSBTAG00000000168	ENSBTAT00000000191	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSBTAG00000004212	aft	low	ENSBTAG00000004212	ENSBTAT00000005521	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSBTAG00000004921	aft	low	ENSBTAG00000004921	ENSBTAT00000006475	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000011437	aft	low	ENSBTAG00000011437	ENSBTAT00000015200	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000015315	aft	low	ENSBTAG00000015315	ENSBTAT00000020361	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000015395	aft	low	ENSBTAG00000015395	ENSBTAT00000020462	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000017670	aft	low	ENSBTAG00000017670	ENSBTAT00000032697	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSBTAG00000018039	aft	low	ENSBTAG00000018039	ENSBTAT00000024014	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSBTAG00000025068	aft	low	ENSBTAG00000025068	ENSBTAT00000035020	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000026119	aft	low	ENSBTAG00000026119	ENSBTAT00000018539	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000030800	aft	low	ENSBTAG00000030800	ENSBTAT00000043530	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000032429	aft	low	ENSBTAG00000032429	ENSBTAT00000046004	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSBTAG00000034182	aft	low	ENSBTAG00000034182	ENSBTAT00000015004	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSBTAG00000037981	aft	low	ENSBTAG00000037981	ENSBTAT00000055561	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000038240	aft	low	ENSBTAG00000038240	ENSBTAT00000064641	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000038672	aft	low	ENSBTAG00000038672	ENSBTAT00000055011	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000039120	aft	low	ENSBTAG00000039120	ENSBTAT00000053718	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000040461	aft	low	ENSBTAG00000040461	ENSBTAT00000056811	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000042625	aft	low	ENSBTAG00000042625	ENSBTAT00000059617	snoRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000045493	aft	low	ENSBTAG00000045493	ENSBTAT00000066269	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSBTAG00000046293	aft	low	ENSBTAG00000046293	ENSBTAT00000063960	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000046970	aft	low	ENSBTAG00000046970	ENSBTAT00000064009	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000047144	aft	low	ENSBTAG00000047144	ENSBTAT00000063589	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000047485	aft	low	ENSBTAG00000047485	ENSBTAT00000064488	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSBTAG00000048261	aft	low	ENSBTAG00000048261	ENSBTAT00000063593	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000048338	aft	low	ENSBTAG00000048338	ENSBTAT00000078271	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000048417	aft	low	ENSBTAG00000048417	ENSBTAT00000066900	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSBTAG00000048826	aft	low	ENSBTAG00000048826	ENSBTAT00000076046	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSBTAG00000048847	aft	low	ENSBTAG00000048847	ENSBTAT00000075330	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000049070	aft	low	ENSBTAG00000049070	ENSBTAT00000075644	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000049148	aft	low	ENSBTAG00000049148	ENSBTAT00000077278	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000049207	aft	low	ENSBTAG00000049207	ENSBTAT00000066515	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
